PERIFEREIA	PRCODE	EKL_PERIF	DIMOS	ET	ADDRESS	PLACE	PSIFISAN	AKIRA_LEFKA	EGGIRA	Geor	Meim	Mits	Tzi	rGeor	rMeim	rMits	rTzi	pGeor	pMeim	pMits	pTzi
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΠΕΙΡΑΙΩΣ	54015	ΔΡΑΓΑΤΣΗ	Β' ΚΟΙΝΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ	356	4	352	51	165	107	29	3	1	2	4	14.49%	46.88%	30.40%	8.24%
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΠΕΙΡΑΙΩΣ	54016	ΔΡΑΓΑΤΣΗ	Β' ΚΟΙΝΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ	399	7	392	53	209	114	16	3	1	2	4	13.52%	53.32%	29.08%	4.08%
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΠΕΙΡΑΙΩΣ	54017	ΔΡΑΓΑΤΣΗ	Β' ΚΟΙΝΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ	371	4	367	35	227	80	25	3	1	2	4	9.54%	61.85%	21.80%	6.81%
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΠΕΙΡΑΙΩΣ	54018	ΔΡΑΓΑΤΣΗ	Β' ΚΟΙΝΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ	422	2	420	52	189	118	61	4	1	2	3	12.38%	45.00%	28.10%	14.52%
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΑΙΓΙΝΑΣ	54019	ΑΚΤΗ ΤΟΤΗ ΧΑΤΖΗ & ΦΑΝΕΡΩΜΕΝΗΣ	"ΔΗΜΟΤΙΚΟ ΣΤΑΔΙΟ ΑΙΘΟΥΣΑ ΕΚΔΗΛΩΣΕΩΝ ""ΠΑΥΛΟΣ ΑΝΔΡΕΟΠΟΥΛΟΣ"""	310	3	307	23	116	85	83	4	1	2	3	7.49%	37.79%	27.69%	27.04%
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΑΙΓΙΝΑΣ	54020	ΑΚΤΗ ΤΟΤΗ ΧΑΤΖΗ & ΦΑΝΕΡΩΜΕΝΗΣ	"ΔΗΜΟΤΙΚΟ ΣΤΑΔΙΟ ΑΙΘΟΥΣΑ ΕΚΔΗΛΩΣΕΩΝ ""ΠΑΥΛΟΣ ΑΝΔΡΕΟΠΟΥΛΟΣ"""	376	5	371	32	169	90	80	4	1	2	3	8.63%	45.55%	24.26%	21.56%
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΚΥΘΗΡΩΝ	54021	ΑΡΩΝΙΑΔΙΚΑ	ΠΛΗΣΙΟΝ ΑΕΡΟΔΡΟΜΙΟΥ	162	0	162	14	58	60	30	4	2	1	3	8.64%	35.80%	37.04%	18.52%
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΠΟΡΟΥ	54022	ΠΟΡΟΣ	ΓΥΜΝΑΣΙΟ 	167	3	164	15	90	34	25	4	1	2	3	9.15%	54.88%	20.73%	15.24%
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΣΠΕΤΣΩΝ	54023	ΝΤΑΠΙΑ	ΚΥΝΗΓΕΤΙΚΟΣ ΣΥΛΛΟΓΟΣ	204	4	200	16	102	52	30	4	1	2	3	8.00%	51.00%	26.00%	15.00%
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΤΡΟΙΖΗΝΙΑΣ-ΜΕΘΑΝΩΝ	54024	ΤΡΟΙΖΗΝΙΑ	ΚΕΠ	209	1	208	12	107	48	41	4	1	2	3	5.77%	51.44%	23.08%	19.71%
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΥΔΡΑΣ	54025	ΠΑΡΑΛΙΑ ΧΩΡΑΣ (ΔΙΠΛΑ ΣΤΟ ΛΙΜΕΝΑΡΧΕΙΟ)	"ΒΙΒΛΙΟΘΗΚΗ ΔΗΜΟΥ ""ΜΕΛΙΝΑ ΜΕΡΚΟΥΡΗ"""	103	0	103	3	67	26	7	4	1	2	3	2.91%	65.05%	25.24%	6.80%
PATT	40	Α'  ΠΕΙΡΑΙΩΣ	ΑΓΚΙΣΤΡΙΟΥ	54026	ΑΓΚΙΣΤΡΙ	ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ	45	1	44	7	26	6	5	2	1	3	4	15.91%	59.09%	13.64%	11.36%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΚΕΡΑΤΣΙΝΙΟΥ-ΔΡΑΠΕΤΣΩΝΑΣ	55001	ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ & ΜΙΚΡΑΣ ΑΣΙΑΣ  	ΔΗΜΑΡΧΕΙΟ	385	1	384	40	224	66	54	4	1	2	3	10.42%	58.33%	17.19%	14.06%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΚΕΡΑΤΣΙΝΙΟΥ-ΔΡΑΠΕΤΣΩΝΑΣ	55002	ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ & ΜΙΚΡΑΣ ΑΣΙΑΣ  	ΔΗΜΑΡΧΕΙΟ	408	2	406	64	210	87	45	3	1	2	4	15.76%	51.72%	21.43%	11.08%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΚΕΡΑΤΣΙΝΙΟΥ-ΔΡΑΠΕΤΣΩΝΑΣ	55003	ΕΜΜΑΝΟΥΗΛ ΜΠΕΝΑΚΗ 70	"ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ ΑΜΦΙΑΛΗΣ ""ΜΕΛΙΝΑ ΜΕΡΚΟΥΡΗ"""	315	1	314	48	151	86	29	3	1	2	4	15.29%	48.09%	27.39%	9.24%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΚΕΡΑΤΣΙΝΙΟΥ-ΔΡΑΠΕΤΣΩΝΑΣ	55004	ΕΜΜΑΝΟΥΗΛ ΜΠΕΝΑΚΗ 70	"ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ ΑΜΦΙΑΛΗΣ ""ΜΕΛΙΝΑ ΜΕΡΚΟΥΡΗ"""	295	3	292	52	145	62	33	3	1	2	4	17.81%	49.66%	21.23%	11.30%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΚΕΡΑΤΣΙΝΙΟΥ-ΔΡΑΠΕΤΣΩΝΑΣ	55005	ΔΡΑΠΕΤΣΩΝΑ	ΠΑΛΑΙΟ ΔΗΜΑΡΧΕΙΟ 	169	0	169	21	73	56	19	3	1	2	4	12.43%	43.20%	33.14%	11.24%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΝΙΚΑΙΑΣ-ΑΓΙΟΥΙΩΑΝΝΗΡΕΝΤΗ	55006	ΠΑΝΑΓΗ ΤΣΑΛΔΑΡΗ 10	ΔΗΜΑΡΧΕΙΟ	496	4	492	76	238	121	57	3	1	2	4	15.45%	48.37%	24.59%	11.59%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΝΙΚΑΙΑΣ-ΑΓΙΟΥΙΩΑΝΝΗΡΕΝΤΗ	55007	ΠΑΝΑΓΗ ΤΣΑΛΔΑΡΗ 10	ΔΗΜΑΡΧΕΙΟ	545	7	538	68	260	129	81	4	1	2	3	12.64%	48.33%	23.98%	15.06%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΝΙΚΑΙΑΣ-ΑΓΙΟΥΙΩΑΝΝΗΡΕΝΤΗ	55008	ΑΙΣΧΥΛΟΥ & ΠΛΑΠΟΥΤΑ	7ο ΚΑΠΗ	417	8	409	68	186	86	69	4	1	2	3	16.63%	45.48%	21.03%	16.87%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΝΙΚΑΙΑΣ-ΑΓΙΟΥΙΩΑΝΝΗΡΕΝΤΗ	55009	ΜΠΙΧΑΚΗ 8	ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ (1οs ΟΡΟΦΟΣ)	324	2	322	46	129	94	53	4	1	2	3	14.29%	40.06%	29.19%	16.46%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΣΑΛΑΜΙΝΑΣ	55010	ΑΚΤΗ ΚΑΡΑΪΣΚΑΚΗ	ΚΕΝΤΡΟ ΝΕΟΤΗΤΑΣ 	361	2	359	50	170	92	47	3	1	2	4	13.93%	47.35%	25.63%	13.09%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΣΑΛΑΜΙΝΑΣ	55011	ΑΚΤΗ ΚΑΡΑΪΣΚΑΚΗ	ΚΕΝΤΡΟ ΝΕΟΤΗΤΑΣ 	351	5	346	44	173	76	53	4	1	2	3	12.72%	50.00%	21.97%	15.32%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΣΑΛΑΜΙΝΑΣ	55012	ΣΙΚΙΝΟΥ 2	ΔΗΜΟΤΙΚΟ ΚΑΤΑΣΤΗΜΑ	186	3	183	30	97	40	16	3	1	2	4	16.39%	53.01%	21.86%	8.74%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΚΟΡΥΔΑΛΛΟΥ	55013	NULL	NULL	361	5	356	39	184	87	46	4	1	2	3	10.96%	51.69%	24.44%	12.92%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΚΟΡΥΔΑΛΛΟΥ	55014	NULL	NULL	560	5	557	73	238	156	88	4	1	2	3	13.11%	42.73%	28.01%	15.80%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΠΕΡΑΜΑΤΟΣ	55015	ΛΕΩΦΟΡΟΣ ΔΗΜΟΚΡΑΤΙΑΣ 22	ΔΗΜΑΡΧΕΙΟ	175	2	173	16	93	39	25	4	1	2	3	9.25%	53.76%	22.54%	14.45%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΠΕΡΑΜΑΤΟΣ	55016	ΛΕΩΦΟΡΟΣ ΔΗΜΟΚΡΑΤΙΑΣ 22	ΔΗΜΑΡΧΕΙΟ	175	4	171	22	84	41	24	4	1	2	3	12.87%	49.12%	23.98%	14.04%
PATT	41	Β'  ΠΕΙΡΑΙΩΣ	ΠΕΡΑΜΑΤΟΣ	55017	ΜΑΚΕΔΟΝΙΑΣ 35	1ο ΚΑΠΗ	144	0	144	27	63	27	27	2	1	2	2	18.75%	43.75%	18.75%	18.75%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΑΧΑΡΝΩΝ	56001	ΦΙΛΑΔΕΛΦΕΙΑΣ 87	ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ ΕΚΔΗΛΩΣΕΩΝ	686	7	679	71	213	178	217	4	2	3	1	10.46%	31.37%	26.22%	31.96%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΑΧΑΡΝΩΝ	56002	ΦΙΛΑΔΕΛΦΕΙΑΣ 87	ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ ΕΚΔΗΛΩΣΕΩΝ	544	0	544	77	169	122	176	4	2	3	1	14.15%	31.07%	22.43%	32.35%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΑΧΑΡΝΩΝ	56003	ΦΙΛΑΔΕΛΦΕΙΑΣ 87	ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ ΕΚΔΗΛΩΣΕΩΝ	407	6	401	41	126	80	154	4	2	3	1	10.22%	31.42%	19.95%	38.40%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΑΧΑΡΝΩΝ	56004	ΠΛΑΤΕΙΑ ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	642	4	639	148	166	254	70	3	2	1	4	23.16%	25.98%	39.75%	10.95%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΒΑΡΗΣ-ΒΟΥΛΑΣ-ΒΟΥΛΙΑΓΜΕΝΗΣ	56005	ΒΑΣΙΛΕΩΣ ΚΩΝΣΤΑΝΤΙΝΟΥ 25	ΔΗΜΑΡΧΕΙΟ	652	1	651	135	198	262	56	3	2	1	4	20.74%	30.41%	40.25%	8.60%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΒΑΡΗΣ-ΒΟΥΛΑΣ-ΒΟΥΛΙΑΓΜΕΝΗΣ	56006	ΛΕΩΦΟΡΟΣ ΚΑΡΑΜΑΝΛΗ 18	ΔΗΜΑΡΧΕΙΟ	398	3	395	81	129	165	20	3	2	1	4	20.51%	32.66%	41.77%	5.06%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΒΑΡΗΣ-ΒΟΥΛΑΣ-ΒΟΥΛΙΑΓΜΕΝΗΣ	56007	ΛΕΩΦΟΡΟΣ ΚΑΡΑΜΑΝΛΗ 18	ΔΗΜΑΡΧΕΙΟ	277	3	274	51	90	110	23	3	2	1	4	18.61%	32.85%	40.15%	8.39%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΒΑΡΗΣ-ΒΟΥΛΑΣ-ΒΟΥΛΙΑΓΜΕΝΗΣ	56008	ΑΦΡΟΔΙΤΗΣ 2 	ΔΗΜΑΡΧΕΙΟ	810	7	803	196	189	378	40	2	3	1	4	24.41%	23.54%	47.07%	4.98%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΔΙΟΝΥΣΟΥ	56009	Λ.ΜΑΡΑΘΩΝΟΣ 4	1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ	269	3	266	45	82	105	34	3	2	1	4	16.92%	30.83%	39.47%	12.78%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΔΙΟΝΥΣΟΥ	56010	Λ.ΜΑΡΑΘΩΝΟΣ 4	1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ	425	4	421	70	141	167	43	3	2	1	4	16.63%	33.49%	39.67%	10.21%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΣΑΡΩΝΙΚΟΥ	56012	ΑΘΗΝΩΝ & ΡΗΓΑ ΦΕΡΡΑΙΟΥ ΚΑΛΥΒΙΑ	ΔΗΜΑΡΧΕΙΟ ΣΑΡΩΝΙΚΟΥ (ΑΙΘΟΥΣΑ ΣΥΣΚΕΨΕΩΝ)	698	3	695	130	281	235	49	3	1	2	4	18.71%	40.43%	33.81%	7.05%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΣΑΡΩΝΙΚΟΥ	56013	ΒΑΣΙΛΕΩΣ ΚΩΝΣΤΑΝΤΙΝΟΥ & ΚΡΗΤΗΣ	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ	726	9	717	122	201	340	54	3	2	1	4	17.02%	28.03%	47.42%	7.53%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΛΑΥΡΕΩΤΙΚΗΣ	56015	ΑΝΩ ΠΛΑΤΕΙΑ	ΚΕΠ	522	6	516	51	181	96	188	4	2	3	1	9.88%	35.08%	18.60%	36.43%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΜΑΡΑΘΩΝΟΣ	56016	ΟΙΝΟΗΣ 6	ΔΗΜΑΡΧΕΙΟ ΑΙΘΟΥΣΑ ΕΘΕΛΟΝΤΩΝ	446	3	443	58	191	150	44	3	1	2	4	13.09%	43.12%	33.86%	9.93%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΠΑΙΑΝΙΑΣ	56018	ΒΑΣΙΛΙΣΣΗΣ ΦΡΕΙΔΕΡΙΚΗΣ 18 Α'	ΚΑΠΗ	650	8	642	106	268	228	40	3	1	2	4	16.51%	41.74%	35.51%	6.23%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΠΑΙΑΝΙΑΣ	56019	ΟΘΩΝΟΣ 18 & ΣΜΥΡΝΗΣ	ΔΗΜΑΡΧΕΙΟ	579	8	571	104	212	182	73	3	1	2	4	18.21%	37.13%	31.87%	12.78%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΠΑΛΛΗΝΗΣ	56020	ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ	ΠΑΛΑΙΟ ΔΗΜΑΡΧΕΙΟ	771	4	767	132	263	300	72	3	2	1	4	17.21%	34.29%	39.11%	9.39%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΠΑΛΛΗΝΗΣ	56021	ΙΘΑΚΗΣ 12	ΔΗΜΑΡΧΕΙΟ	910	5	905	196	339	279	91	3	1	2	4	21.66%	37.46%	30.83%	10.06%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΡΑΦΗΝΑΣ-ΠΙΚΕΡΜΙΟΥ	56022	ΑΡΑΦΗΝΙΔΩΝ ΑΛΩΝ 12 ΚΑΙ ΕΛΛΗΣ ΑΛΕΞΙΟΥ               	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ (ΔΙΠΛΑ ΣΤΟ ΔΗΜΑΡΧΕΙΟ)	754	12	742	137	295	245	65	3	1	2	4	18.46%	39.76%	33.02%	8.76%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΡΑΦΗΝΑΣ-ΠΙΚΕΡΜΙΟΥ	56023	NULL	NULL	440	4	436	87	141	176	32	3	2	1	4	19.95%	32.34%	40.37%	7.34%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΣΠΑΤΩΝ-ΑΡΤΕΜΙΔΟΣ	56025	ΛΕΩΦΟΡΟΣ ΒΡΑΒΡΩΝΟΣ  (5η ΣΤΑΣΗ ΓΙΑΛΙΝΟ ΚΤΙΡΙΟ)	ΔΗΜΟΤΙΚΟ ΚΑΤΑΣΤΗΜΑ	378	1	377	43	189	74	71	4	1	2	3	11.41%	50.13%	19.63%	18.83%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΩΡΩΠΟΥ	56026	ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ 29 (ΝΕΑ ΠΑΛΑΤΙΑ)	ΣΑΠΑΝΙΔΕΙΟ ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	582	9	573	62	259	178	74	4	1	2	3	10.82%	45.20%	31.06%	12.91%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΩΡΩΠΟΥ	56027	ΠΑΛΑΙΑ ΕΘΝΙΚΗ ΟΔΟΣ ΑΘΗΝΩΝ - ΧΑΛΚΙΔΟΣ	ΠΕΝΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	209	2	207	15	108	48	36	4	1	2	3	7.25%	52.17%	23.19%	17.39%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΩΡΩΠΟΥ	56028	ΠΛΑΤΕΙΑ ΚΑΠΑΝΔΡΙΤΙΟΥ	ΑΙΘΟΥΣΑ ΚΟΙΝΟΤΗΤΑΣ	447	7	440	119	150	140	31	3	1	2	4	27.05%	34.09%	31.82%	7.05%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΚΡΩΠΙΑΣ	56029	ΝΤΟΥΝΗ 4	ΚΑΠΗ	711	9	702	106	282	247	67	3	1	2	4	15.10%	40.17%	35.19%	9.54%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΜΑΡΚΟΠΟΥΛΟΥΜΕΣΟΓΑΙΑΣ	56030	ΣΚΟΠΕΛΙΤΟΥ ΘΕΟΦΑΝΟΥΣ 1& ΔΗΜΟΣΘΕΝΟΥΣ ΣΩΤΗΡΙΟΥ (ΚΕΝΤΡΙΚΗ ΠΛΑΤΕΙΑ)	ΔΗΜΑΡΧΕΙΟ	729	5	724	83	307	262	72	3	1	2	4	11.46%	42.40%	36.19%	9.94%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΕΛΕΥΣΙΝΑΣ	57001	ΚΙΜΩΝΟΣ 11 & ΠΑΓΚΑΛΟΥ	ΠΟΛΙΤΙΣΤΙΚΟ ΚΕΝΤΡΟ	431	4	427	64	171	104	88	4	1	2	3	14.99%	40.05%	24.36%	20.61%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΕΛΕΥΣΙΝΑΣ	57002	ΚΙΜΩΝΟΣ 11 & ΠΑΓΚΑΛΟΥ	ΠΟΛΙΤΙΣΤΙΚΟ ΚΕΝΤΡΟ	390	6	384	44	171	110	59	4	1	2	3	11.46%	44.53%	28.65%	15.36%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΜΑΝΔΡΑΣ-ΕΙΔΥΛΛΙΑΣ	57003	ΘΕΜΙΣΤΟΚΛΕΟΥΣ 10	ΚΑΠΗ 	312	6	306	32	148	76	50	4	1	2	3	10.46%	48.37%	24.84%	16.34%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΜΑΝΔΡΑΣ-ΕΙΔΥΛΛΙΑΣ	57004	ΙΩΑΝΝΟΥ ΣΑΚΕΛΛΑΡΙΟΥ 10 ΚΕΝΤΡΙΚΗ ΠΛΑΤΕΙΑ	ΔΗΜΟΤΙΚΟ ΚΑΤΑΣΤΗΜΑ	155	1	154	42	36	19	57	2	3	4	1	27.27%	23.38%	12.34%	37.01%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΜΑΝΔΡΑΣ-ΕΙΔΥΛΛΙΑΣ	57005	ΠΛΑΤΕΙΑ ΚΥΠΡΟΥ	ΚΑΠΗ	119	0	119	4	68	34	13	4	1	2	3	3.36%	57.14%	28.57%	10.92%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΜΕΓΑΡΕΩΝ	57006	ΘΕΣΗ ΚΟΥΡΚΟΥΡΙ	ΠΟΛΙΤΙΣΤΙΚΟ ΚΕΝΤΡΟ (ΣΤΡΑΤΟYΔAΚΕΙΟ)	830	9	821	65	311	240	205	4	1	2	3	7.92%	37.88%	29.23%	24.97%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΜΕΓΑΡΕΩΝ	57007	25ΗΣ ΜΑΡΤΙΟΥ 11	ΔΗΜΟΤΙΚΟ ΚΑΤΑΣΤΗΜΑ	259	5	254	34	101	66	53	4	1	2	3	13.39%	39.76%	25.98%	20.87%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΦΥΛΗΣ	57008	ΠΛΑΤΕΙΑ ΗΡΩΩΝ 1	ΔΗΜΑΡΧΕΙΟ	708	13	695	45	235	86	329	4	2	3	1	6.47%	33.81%	12.37%	47.34%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΦΥΛΗΣ	57009	ΠΛΑΤΕΙΑ ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 	ΠΡΩΗΝ ΔΗΜΑΡΧΕΙΟ ΖΕΦΥΡΙΟΥ	432	9	423	22	149	49	203	4	2	3	1	5.20%	35.22%	11.58%	47.99%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΦΥΛΗΣ	57010	ΠΛΑΤΕΙΑ ΗΡΩΩΝ	ΔΗΜΑΡΧΕΙΟ	222	1	221	15	114	33	59	4	1	3	2	6.79%	51.58%	14.93%	26.70%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΑΣΠΡΟΠΥΡΓΟΥ	57011	ΑΛ.ΠΑΝΑΓΟΥΛΗ 2	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	545	10	535	52	197	91	195	4	1	3	2	9.72%	36.82%	17.01%	36.45%
PATT	42	ΝΟΜΟΥ ΑΤΤΙΚΗΣ	ΑΣΠΡΟΠΥΡΓΟΥ	57012	ΑΛ.ΠΑΝΑΓΟΥΛΗ 2	ΠΝΕΥΜΑΤΙΚΟ ΚΕΝΤΡΟ	553	10	543	54	198	83	208	4	2	3	1	9.94%	36.46%	15.29%	38.31%
PPEL	43	ΚΟΡΙΝΘΙΑΣ	ΚΟΡΙΝΘΙΩΝ	40001	ΔΗΜΑΡΧΕΙΟ ΚΟΡΙΝΘΟΥ (ΚΕΝΤΡΟ)	ΔΗΜΑΡΧΕΙΟ	372	0	372	39	143	118	72	4	1	2	3	10.48%	38.44%	31.72%	19.35%
PPEL	43	ΚΟΡΙΝΘΙΑΣ	ΚΟΡΙΝΘΙΩΝ	40002	ΔΗΜΑΡΧΕΙΟ ΚΟΡΙΝΘΟΥ (ΚΕΝΤΡΟ)	ΔΗΜΑΡΧΕΙΟ	291	3	288	39	112	101	36	3	1	2	4	13.54%	38.89%	35.07%	12.50%
PPEL	43	ΚΟΡΙΝΘΙΑΣ	ΚΟΡΙΝΘΙΩΝ	40003	ΔΗΜΑΡΧΕΙΟ ΚΟΡΙΝΘΟΥ (ΚΕΝΤΡΟ)	ΔΗΜΑΡΧΕΙΟ	320	1	319	42	135	96	46	4	1	2	3	13.17%	42.32%	30.09%	14.42%
PPEL	43	ΚΟΡΙΝΘΙΑΣ	ΚΟΡΙΝΘΙΩΝ	40004	ΔΗΜΑΡΧΕΙΟ ΚΟΡΙΝΘΟΥ (ΚΕΝΤΡΟ)	ΔΗΜΑΡΧΕΙΟ	281	1	280	36	111	77	56	4	1	2	3	12.86%	39.64%	27.50%	20.00%
PPEL	43	ΚΟΡΙΝΘΙΑΣ	ΚΟΡΙΝΘΙΩΝ	40005	ΛΕΧΑΙΟ	ΚΕΠ	275	2	273	29	118	84	42	4	1	2	3	10.62%	43.22%	30.77%	15.38%
PPEL	43	ΚΟΡΙΝΘΙΑΣ	ΚΟΡΙΝΘΙΩΝ	40006	ΣΟΦΙΚΟ	ΔΗΜΑΡΧΕΙΟ ΠΡΩΗΝ ΔΗΜΟΥ ΣΟΛΥΓΕΙΑΣ	113	0	113	14	50	24	25	4	1	3	2	12.39%	44.25%	21.24%	22.12%
PPEL	43	ΚΟΡΙΝΘΙΑΣ	ΚΟΡΙΝΘΙΩΝ	40007	ΧΙΛΙΟΜΟΔΙ	ΚΕΠ	198	0	198	12	115	40	31	4	1	2	3	6.06%	58.08%	20.20%	15.66%
PPEL	43	ΚΟΡΙΝΘΙΑΣ	ΚΟΡΙΝΘΙΩΝ	40008	ΑΘΙΚΙΑ	ΚΑΠΗ	131	0	131	14	54	34	29	4	1	2	3	10.69%	41.22%	25.95%	22.14%
PPEL	43	ΚΟΡΙΝΘΙΑΣ	ΒΕΛΟΥ-ΒΟΧΑΣ	40009	ΒΕΛΟ	ΚΑΠΗ	294	0	294	38	106	93	57	4	1	2	3	12.93%	36.05%	31.63%	19.39%
PPEL	43	ΚΟΡΙΝΘΙΑΣ	ΒΕΛΟΥ-ΒΟΧΑΣ	40010	ΠΛΑΤΕΙΑ ΖΕΥΓΟΛΑΤΕΙΟΥ	ΑΙΘΟΥΣΑ ΔΗΜΟΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ	486	0	486	51	140	87	208	4	2	3	1	10.49%	28.81%	17.90%	42.80%
